supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,State
 Parker SupplyCompany , Jeffrey K Parker ,"2345 Fruitvale Avenue, #4, Bakersfield, California, 93308",661-327-7027,parkersupply.com,info@petropages.com,Rotating - Reciprocating,California
 Patriot Forge Inc. , Dino Castellani ,"280 Henry Street, Brantford, Ontario, N3T 5S7",519-758-8100,patriotforge.com,dcastellani@patriotforge.com,Rotating - Reciprocating, 
 PBJ - IndustrialElectronics Pvt.Ltd. , Mr. Anant G. Deshpande ,"IEEC HOUSE, 72-BCD, Gov. Indl., Estate, Charkop, Kandivli (W, Mumbai (Bombay), Maharashtra, 400067",0091-22-8682283,pbj-ieec.com,pbj@vsnl.com,Rotating - Reciprocating, 
" Pdc Machines, Inc. ", Osama Al-Qasem ,"1875 Stout Drive, Warminster, PA, 18974",215-443-9442,pdcmachines.com,info@pdcmachines.com,Rotating - Reciprocating,Pennsylvania
" PdM Engineering,Inc ", Sam Pickens ,"P.O. Box 23494, Macon, GA, 31212-3494",912-757-9016,pdmengineeringinc.com,picksam@att.net,Rotating - Reciprocating,Georgia
 Pearlex Machine , Leslie Morris ,"5938 Hefferman St, Houston, TX, 77087",713-645-3750,None,info@petropages.com,Rotating - Reciprocating,Texas
 Peerless PumpCompany/LaBourPumps , Clarissa Riddle ,"P.O. Box  7026, 2005 Dr. M.L. King J, Indianapolis, IN, 46207",317-925-9661,None,info@petropages.com,Rotating - Reciprocating,Indiana
" Pego Systems, Inc. ", Michael Caruana ,"P.O. Box 90038, Long Beach, CA, 90809",562-426-1321,pego.com,mvc@pego.com,Rotating - Reciprocating,California
 Penn SeparatorCorporation , Steve McNeil ,"P.O. Box 340, Brookville, PA, 15825",814-849-7328,pennseparator.com,pennsep@key-net.net,Rotating - Reciprocating,Pennsylvania
" Penn UnitedTechnology, Inc. ", Jeff Scales ,"799 North Pike Rd., Cabot, PA, 16023",800-822-8380,pennunited.com,carbide@pennunited.com,Rotating - Reciprocating,Pennsylvania
" Penn Valley PumpCo., Inc. ", Preston Campbell ,"998 Easton Road, Warrington, PA, 18976",215-343-8750,pennvalleypump.com,info@pennvalleypump.com,Rotating - Reciprocating,Pennsylvania
 Pentair Valves &Controls , Eddie Ray ,"9560 New Decade Drive, Pasadena, TX 77507", 832.261.2400,pentair.com,Eddie.Ray1@pentair.com,Rotating - Reciprocating, 
 PEP PlasticsLimited , John Norris ,"Tudor Instrial Estate, Wharfdale Road, Tyseley, Birmingham, West Midlands, B11 2EG",+44(0)121707-576,co.uk,info@peplastics.fsnet.co.uk,Rotating - Reciprocating, 
 Perry MachineryCorp. Corp.dbaPerry-Vid , Ken Miller ,"25 Mt. Laurel Road, Hainesport, NJ, 8036",609-267-1600,None,kmiller@perryvidex.com,Rotating - Reciprocating,New Jersy
 Peter BrotherhoodLtd. , Stephen Canham / Bob Paterson ,"Werrington Parkway, Peterborough, Cambs, PE4 5HG",01733 292200,co.uk,sales@peterbrotherhood.co.uk,Rotating - Reciprocating, 
 Petro ChemTechnologies , Brian J. Savage ,"89 Whitney Drive, Berkeley Heights, NJ, 7922",908-322-6920,petrochemtech.com,msav123@aol.com,Rotating - Reciprocating,New Jersy
 Petro-ChemEquipment Company , Kevin Turner ,"P.O. Box 358, Baton Rouge, LA, 70821",225-292-8400,petrochemequipment.com,info@petropages.com,Rotating - Reciprocating,Louisiana
 Petro-MontTechnical ServicesInc. , Stefan Kmetovic ,"7100 Bombardier #110, Montreal, PQ, H1J2G2",514-352-1150,generation.net,sloimpex@generation.net,Rotating - Reciprocating, 
 PetroSealing Inc. , T.L. Saren ,"32 Avenue Pasteur, Suite #13, Rouen, F-76000",-83369901,None,petrosealing@aol.com,Rotating - Reciprocating, 
" PetroStarEquipmentResources, Inc. ", Jim Oliver ,"7007 Gulf Freeway, Suite 119, Houston, TX, 77087",713-649-1199,petrostar.cc,petrostar@pdq.net,Rotating - Reciprocating,Texas
" Petrotech, Inc. ", Kay Ballay ,"108 Jarrell Dr., Belle Chasse, LA, 70037",504-394-5500,petrotechinc.com,kballay@petrotechinc.com,Rotating - Reciprocating,Louisiana
 Pfeiffer Vacuum , Julie Giambartolomei ,"24 Trafalgar Square, Nashua, NH, 03063-1988",603-578-6500,pfeiffer-vacuum.com,contact@pfeiffer-vacuum.com,Rotating - Reciprocating, 
" PFT/AlexanderService,Inc. ", John Keefner ,"3250 Grant Street, Signal Hill, CA, 90804",800-696-1331,ptfalexander.com,PFTsales@aol.com,Rotating - Reciprocating,California
 Phelps DodgeBagdad , Rigo Jauregui ,"P.O. Box 245, Bagdad, AZ, 86321",520-633-3417,None,rjauregui@phelps dodge.com,Rotating - Reciprocating, 
 Philadelphia GearCorporation , Andy Pomerantz ,"One Montgomery Plaza, Suite 700, Norristown, PA, 19401",800-265-3000,philagear.com,apomerantz@philagear.com,Rotating - Reciprocating,Pennsylvania
" Philbrick-Booth &Spencer, Inc. ", Philip R. Oley ,"367 Homestead Ave., Hartford, CT, 06132-0520",860-522-9271,None,info@petropages.com,Rotating - Reciprocating,Connecticut
 PiedmontEngineeringCorporation , Chip Sisk ,"PO Box 410907, Charlotte, NC, 28241",704-588-8555,piedmontengineering.com,csisk@piedmontengineering.com,Rotating - Reciprocating,North Carolina
" Pioneer Pump, Inc ", Karen Wells ,"P.O.Box 20755, Beaumont, TX, 77720",409-842-3227,pioneerpump.com,info@petropages.com,Rotating - Reciprocating,Texas
 PipelineMeasurement &Control , Geri Sweeney ,"3303 FM 1960 West, Suite 300, Houston, TX, 77068",281-586-9600,pipelinemeasurement.com,gsweeney@PipelineMeasurement.com,Rotating - Reciprocating,Texas
 Pipeline Supplyco.llc , Xavi Thekkath ,"post box.1896, postal code 112, ruwi, muscat, muscat, na, na",0968-592517/18/19,None,pseoman@omantel.net.om,Rotating - Reciprocating, 
 Piping AnalysisIncorporated , Don Hansen ,"11815 Justice Avenue, Baton Rouge, Louisiana, 70816",225-292-9709,paiengineering.com,info@paiengineering.com,Rotating - Reciprocating,Louisiana
 PITTSBURGHINDUSTRIAL SUPPLYINC. , George Navarro ,"8211 N.W. 64 Street Bay  No. 7, MIAMI, FL., 33166",305-597-9002,pittsburgh-industrial.com,pittk@aol.com,Rotating - Reciprocating, 
" PlantSurplus.com,Inc. ", David Kueker ,"P.O. Box 701338, St. Cloud, FL, 34770",407-957-6066,plantsurplus.com,customerservice@plantsurplus.com,Rotating - Reciprocating,Florida
" Plasma-Tec, Inc. ", Rodney Suggs ,"7500 Clyde Park SW, Byron Center, Michigan, 49315",616-455-2593,plasma-tec.com,cawysong@plasma-tec.com,Rotating - Reciprocating, 
" Plast-O-MaticValves, Inc. ", Rick Bolger ,"1384 Pompton Avenue, Cedar Grove, NJ, 07009-1095",973-256-3000,plastomatic.com,info@plastomatic.com,Rotating - Reciprocating,New Jersy
 Plumlee AssociatesIncorporated , Glynn Roppolo ,"18333 Egret Bay Blvd., Suite 2, Houston, TX, 77058",281-335-4994,plumlee.com,info@petropages.com,Rotating - Reciprocating,Texas
 PMCI , Andy Rein ,"2500 Estes, Elk Grove Village, IL, 60007",847-956-8383,pmcisystems.com,arein@pmcisystems.com,Rotating - Reciprocating,Illinois
 PME BabbittBearings , Mike Yenke ,"518 W. Crecentville Rd., Cincinnati, OH, 30168",800-848-7994,cfmtescopme.com,mdy@cfmtescopme.com,Rotating - Reciprocating,Ohio
" PNEUVAC,Inc. ", Andrew Pizans ,"29 Progress Drive, Orillia, Ontario, L3V6H1",705-325-8272,pneuvac.com,pneuvac@pneuvc.com,Rotating - Reciprocating, 
 PolarisLaboratories , Jacque Powers ,"7898 Zionsville Road, Indianapolis, IN, 46268", 317-808-3750,polarislabs.com,jpowers@polarislabs.com,Rotating - Reciprocating,Indiana
 Polymer SealingSolutions , Bobby Drackett ,"10801 Hammerly Suite 246, Houston, TX, 77043",713-461-3495,polymersealing.com,bdrackett@polymersealing.com,Rotating - Reciprocating,Texas
" Powder MetallurgyCompany, Inc. ", Mike Kuehler ,"201 E. College St., Lewisville, TX, 75067",972-436-3502,iamerica.net,pmco@iamerica.net,Rotating - Reciprocating,Texas
 Powell Productions , Billy Powell ,"12865A Hwy. 6, Sante Fe, TX, 77510",(409) 927-8124,powellproductions.net,billy@powellproductions.net,Rotating - Reciprocating,Texas
" Power & Pumps,Inc. ", April Perkins ,"803 North Myrtle Avenue, Jacksonville, FL, 32204",904-356-5881,powerandpumps.com,aperkins@powerandpumps.com,Rotating - Reciprocating,Florida
" Power GenerationService, Inc. ", Melanie Marty ,"1160 McKinly Street, Anoka, MN, 55303",612-421-1104,powergensvc.com,martymel@powergensvc.com,Rotating - Reciprocating,Minnesota
" Power Machinery,Inc. ", Steven Reyenga ,"13424 Hempstead Highway, Houston, TX, 77040",713-462-3176,None,sreyenga@pmi-pump.com,Rotating - Reciprocating,Texas
 Power PlusInternational , Jerry Barber ,"1085 Campground Road, McDonough, GA, 30252",770-957-9599,boilerroomsupplies.com,webmaster@boilerroomsupplies.com,Rotating - Reciprocating,Georgia
 Power ProductsSales and ServiceInc. , Victor Scena ,"20 Homeward Lane, Walpole, MA, 2081",508-668-2596,powerprod.com,rod@msn.com,Rotating - Reciprocating,Massachusetts
" Power ServicesTechnologies, Inc. ", Amar Kalle ,"3701 Tenth Street, Brookshire, TX, 77423",281-375-5570,pstpower.com,akalle@pstpower.com,Rotating - Reciprocating,Texas
 Power Systems Mfg.LLC , Pat Conroy ,"1440 W. Indiantown Rd., Suite 200, Jupiter, FL, 33458",561-354-1100,powermfg.com,pconroy@powermfg.com,Rotating - Reciprocating,Florida
 Power Tool ServiceCo Inc , J.R.  ,"3718 Polk Street, Houston, TX, 77003",713-228-0172,powertoolservice.com,jonest@houston.rr.com,Rotating - Reciprocating,Texas
 Power TransferProducts , Joe Tijerina ,"8803 Highway 225, La Porte, TX, 77571",281-542-7900,powertransferproducts.com,joeT@powertransferproducts.com,Rotating - Reciprocating,Texas
 PowerSpares , Paula Jackson ,"One South Ocean Blvd. Suite 324, Boca Raton, Flordia, 33432",877-772-7370,powerspares.com,lgreen@powerspares.com,Rotating - Reciprocating, 
" Powertherm, Inc ", Dennis A. Nesloney ,"1230 Antoine, P.O. Box 55495, Houston, TX, 77255",713-682-6777,powertherm.com,dennis@powertherm.com,Rotating - Reciprocating,Texas
 PPC MechanicalSeals , Todd Chapman ,"2769 Mission Drive, P.O. Box 52915, Baton Rouge, LA, 70892-2915",504-356-4333,None,info@petropages.com,Rotating - Reciprocating,Louisiana
 PRAGERIncorporated , Jeanne Bertrand ,"472 Howard Avenue, P.O. Box 61670, New Orleans, Louisiana, 70130-1670",504-598-0311,None,prager-custservice@worldnet.att.net,Rotating - Reciprocating,Louisiana
 Pratt & WhitneyPower Systems , Suzanne Childs ,"80 Lamberton Road, M/S 191-13, Windsor, CT, 6095",860-557-0809,utc.com,suzanne.child@pw.utc.com,Rotating - Reciprocating,Connecticut
" Praxair SurfaceTechnologies, Inc ", John Burwell ,"9200 Telephone Road, Houston, TX, 77075",713-991-8705,praxair.com,john_burwell@praxair.com,Rotating - Reciprocating,Texas
" Precision BrandProducts, Inc. ", Patrick Casey ,"2250 Curtiss Street, Downers Grove, IL, 60515",630-969-7200,presisionbrand.com,info@petropages.com,Rotating - Reciprocating,Illinois
 Precision CastingRepair , Bernie Warburton ,"1110 So. Swaner Road, Salt Lake, UT, 84104",800-622-2404,precisioncastingrepair.com,bernie@ironstitch.com,Rotating - Reciprocating, 
 Precision EngineControlsCorporation , Fritz Mehrer ,"11661 Sorrento Valley Road, San Diego, CA, 92121",858-792-3249,precisioneng.com,fmehrer@precisioneng.com,Rotating - Reciprocating,California
 PrecisionExpansion BellowsIndustries , Niteen Bhosle ,"Survey # 335/3, Udyambag, Belgaum, Karnataka, 590008",0091-831-441066,pebiflex.com,pebiflex@pn3.vsnl.net.in,Rotating - Reciprocating, 
 Precision PoweredProducts Inc , George Lingenfelder ," 12227 FM 529 Rd # C, Houston, TX, 77041",713-466-6751,None,info@petropages.com,Rotating - Reciprocating,Texas
 Preco Equipment Co , Gloria Arevalo ,"6827 La Paseo, Houston, TX, 77087",713-644-2063,None,info@petropages.com,Rotating - Reciprocating,Texas
 Preco Turbine &Compressor Srvc.Inc. , Jenifer McConahey ,"17619 Aldine Westfield Rd., Houston, TX, 77073",281-821-9620,preco-turbine.com,salesdir@preco-turbine.com,Rotating - Reciprocating,Texas
 Predict/DLI , Mike Dunn ,"9555 Rockside Road, Ste.350, Cleveland, OH, 44125",216-642-3223,None,info@petropages.com,Rotating - Reciprocating,Ohio
" Preheat, Inc. ", Paul Lombard ,"816 Asbury Dr., Mandeville, LA, 70471",985-727-3226,preheat.com,dsauvage@preheat.com,Rotating - Reciprocating,Louisiana
 Pressure ProductsIndustries Inc , Michael Walsh ,"10707 Corporate Dr #100, Stafford, TX, 77477",281-240-3777,ppi.com,info@petropages.com,Rotating - Reciprocating,Texas
 Price Pump Company , Steve Jones ,"P.O. Box Q, Sonoma, CA, 95476",800-815-4660,pricepump.com,sales@pricepump.com,Rotating - Reciprocating,California
" Prime-Air Blowers,Inc. ", Alexander Trenta ,"P.O. 454, Sutton, MA, 01590-3707",508-755-5577,prime-airblowers.com,primeblower@aol.com,Rotating - Reciprocating,Massachusetts
" PrimeCast, Inc. ", Jim Dahl ,"429 Gardner Street, Soutn Beloit, IL, 61080",815-389-7300,None,pcipres@inwave.net,Rotating - Reciprocating,Illinois
 ProAct ServicesCorporation , Bob Hawkins ,"123 West Ludington Ave., Ludington, MI, 49431",231-843-2711,proact-usa.com,Hawkins@ProAct-Usa.Com,Rotating - Reciprocating, 
" PROCESS &POWER/Texas, Inc. ", Craig Burchsted ,"P.O. Box 2027, Friendswood, TX, 77549-2027",281-996-5869,p-p-tx.com,craigb@p-p-tx.com,Rotating - Reciprocating,Texas
 Process EquipmentCompany , Chris Woodbury ,"8141 E. Kaiser Blvd. Ste. 205, Anaheim, CA, 92808",714-685-9750,processequipmentco.com,info@processequipmentco.com,Rotating - Reciprocating,California
 Process EquipmentIncorporated , Michael Taylor ,"4900 Wallace Neel Road, Charlotte, NC, 28219",704-398-2222,None,info@petropages.com,Rotating - Reciprocating,North Carolina
" ProcessInnovations, Inc. ", Edward Bragg ,"35 Gaylord Street, Auburn, New York, 13021",315-252-7037,piiny.com,sales@piiny.com,Rotating - Reciprocating, 
" Process LevelTechnology, Ltd.PLT ", Wade Donehue ,"888 Clear Creek Ave, League City, TX, 77573",281-332-6241,mag-gage.com,wade@mag-gage.com,Rotating - Reciprocating,Texas
" Proco Products,Inc. ", Mike Lassas ,"2431 North Wigwam Dr. (95205), P.O. Box 590, Stockton, CA, 95201-0590",800-344-3246,procoproducts.com,mikel@procoproducts.com,Rotating - Reciprocating,California
" PROGNOST Systems,Inc ", Alun Honey ,"1020 Bay Area Boulevard, Suite 118, Houston, TX, 77058",832-545-4397,None,smorrison@prognost.com,Rotating - Reciprocating,Texas
 Progressive PumpsCorp , Tom Mannis ,"4016 Spring Cypress Road, Houston, TX, 77388",281-350-5757,progressivepumps.com,TManis@ProgressivePumps.com,Rotating - Reciprocating,Texas
 Progressive PumpsCorp. , Charlotte Clark ,"P.O. Box 73108, Houston, Texas, 77273",(281) 350-5757,None,info@petropages.com,Rotating - Reciprocating,Texas
 ProgressiveSpecialty ProductsInc , Ted Caffarel ,"808 Memorial Hwy Ste 106b, Nederland, TX, 77627",409-727-7363,None,info@petropages.com,Rotating - Reciprocating,Texas
" Prologic Group,Inc. ", Guno Ritfeld ,"8093 NW 67th Street, Miami, FL, 33166",305-629-9930,None,gurit@aol.com,Rotating - Reciprocating,Florida
 ProMag Limited , Jerome Medlin ,"11552 Merchant Drive, Baton Rouge, La., 70809",225-751-7755,promag.com,jmedlin@home.com,Rotating - Reciprocating, 
 PROMAG LTD , Jerome Meldlin ,"322 W. Katella, Sutie B, Orange, CA, 92867",714-538-1577,promag.com,jmedlin@home.com,Rotating - Reciprocating,California
" Prominent FluidControls, Inc. ", Mary Kay Meanor ,"RIDC Park West, 136 Industry Drive, Pittsburgh, PA, 15275-1014",412-787-2484,PFC-AMER.com,mkm@PFC-AMER.com,Rotating - Reciprocating,Pennsylvania
 Pruthvi Procon , Vishvaraj Naik ,"Ravi Uday Society , A-1/4,, Thane, Maharashtra, 400 601",-5363342,vsnl.com,pruthviprocon@vsnl.com,Rotating - Reciprocating, 
 PT. RESTU BANGUNENERGINDO , Andrianto Julius ,"Jl. Yos Sudarso 76 - Sunter, Jakarta, Jakarta Utara, 14350",62.21.65306028,None,rbe@cbn.net.id,Rotating - Reciprocating, 
 PT. Taka MasineriIndonesia , Denni Andri ,"Jl. Kiaracondong no. 97, Bandung, Jawa Barat, 40281",62-22-7206430,None,takacorp@bdg.centrin.net.id,Rotating - Reciprocating, 
" Pulsafeeder, Inc. ", Nick Valente ,"P.O. Box 22909, Rochester, NY, 14692-2909",716-292-8000,pulsa.com,nvalentea@pulsa.com,Rotating - Reciprocating,Newyork
 PULSCO , Bill Stevens ,"17815 Sky Park Circle, Suite H, Irvine, CA, 92614-6110",877-785-7262,pulsco.com,stevens@pulsco.com,Rotating - Reciprocating,California
 PulseGuard , M Packer ,"295 Sloop Point Loop Road, Hampstead, NC, 28443",910-270-2737,pulseguard.com,dampers@pulseguard.com,Rotating - Reciprocating,North Carolina
" Pump Arts, Inc. ", Jenny Nguyen ,"10034 Easthaven Boulevard, Houston, TX, 77075",713-946-0500,pumparts.com,pumparts@pumparts.com,Rotating - Reciprocating,Texas
" Pump Depot, Inc. ", ,"1206 Cowboy Way, Plains, TX, 79335",806-456-2074,pumpdepotinc.com,pumpdepot@yahoo.com,Rotating - Reciprocating,Texas
" Pump Dynamics,Inc. ", Joe Sammons ,"P.O. Box 840805, Houston, TX, 77284-0805",713-849-0706,pumpdynamics.com,jsammons@pumpdynamics.com,Rotating - Reciprocating,Texas
" Pump Energy, Inc. ", Ed Scala ,"9933 Mula Road, Stafford, TX, 77477",713-748-8970,pumpenergy.com,edscala@pumpenergy.com-,Rotating - Reciprocating,Texas
" Pump Engineering,Inc. ", Carrie Dickerson ,"1004 West Hurd Road, Monroe, MI, 48162",734-242-1772,pumpengineering.com,mhayter@pumpengineering.com,Rotating - Reciprocating, 
" Pump Systems, Inc. "," Phil Amann, Willard Tormaschy ","P.O. Drawer 1940, 530 25th Ave. E, Dickinson, ND, 58601",701-225-4494,pumpsystems.com,salespp@pumpsystems.com,Rotating - Reciprocating, 
 Pump WorksHeadquarters , Mike Mcpherson ,"903 Brockmann, Clute, TX, 77531",409-265-7478,None,info@petropages.com,Rotating - Reciprocating,Texas
 Pumps and ControlsInc. (LMI) , Troy Welch ,"1003 Enterprise Place #107, Arlington, Texas, 76001",1-800-359-7337,pumpsandcontrols.com,twelch@pumpsandcontrols.com,Rotating - Reciprocating,Texas
 Pumps Of HoustonIncorporated , Skip Cook ,"P O Box 670625, Houston, TX, 77267-0625",281-448-1352,pumpsofhouston.com,sales@pumpsofhouston.com,Rotating - Reciprocating,Texas
 Pumps Unlimited , Steve Hutson ,"19 Affonso Drive, Carson City, NV, 89706-7721",775-246-0800,torpedopump.com,webmaster@torpedopump.com,Rotating - Reciprocating,Nevada
" PumpWorks, Inc. ", Scott Johnson ,"1125 Nathan Lane N, Minneapolis, MN, 55441",763-545-3786,pumpworks-inc.com,sales@pumpworks-inc.com,Rotating - Reciprocating,Minnesota
 Pure Carbon , Larry Thorwart ,"441 Hall Avenue, St. Mary's, PA., 15857",814-781-1573,None,info@petropages.com,Rotating - Reciprocating, 
" Quad EnvironmentalServices, Inc. ", Bobby Halbardier ,"1907 Jasmine Dr., Pasadena, TX, 77503",713-477-6460,quadenviroservice.com,meyerwd@quadenviroservice.com,Rotating - Reciprocating,Texas
 Qualfab Ltd. , Jon Bull ,"Granada Trading Estate, Park Stree, West Midlands,, U.K., B69 4JY",+44(0)121-5411901,co.uk,johnbull@qualfab.co.uk,Rotating - Reciprocating, 
" Quality Monitoring& Control, Inc. ", Paul Van Buskirk ,"800 Rockmead, Suite 114, Kingwood, TX, 77339",281-359-4471,engineerswebsite.com,QMC_Plus@MSN.com,Rotating - Reciprocating,Texas
 QuescoTurbomachineryServices , Michael Quintanilla ,"418 Clifton St., Houston, TX, 77011",713-926-5840,None,michaelq@quescoturbo.com,Rotating - Reciprocating,Texas
" QuestTechnologies, Inc. ", Jacqueline Winter ,"P.O. Box 2177, 4425 F.M. 2351, Friendswood, TX, 77546-2177",281-992-3222,questeam.com,quest@questeam.com,Rotating - Reciprocating,Texas
 Quik-Shim Systems , Lynda Kay Hunt ,"203 Texas Ave., P.O. Box 1115, La Marque, TX, 77568",281-488-4094,None,info@petropages.com,Rotating - Reciprocating,Texas
 Quincy Compressor , Jane Bond ,"3501 Wismann Lane, Quincy, IL, 62301",217-222-7700,quincycompressor.com,janebond@quincycompressor.com,Rotating - Reciprocating,Illinois
 R & I Enterprises , Steve Hoffman ,"3650 Turtlecreek Rd., Lebanon, OH, 45036",800-525-7194,rinutonedistr.com,rithesource@worldnet.att.net,Rotating - Reciprocating,Ohio
 R & WInternational Inc. , Randy Laughter ,"10801 Hammerly, Suite 208, Houston, TX, 77043",713-827-0655,rwintl.com,randy@rwintl.com,Rotating - Reciprocating,Texas
 R E Merrill &Associates Inc , Ron Merrill ,"P O Box 771117, Houston, TX, 77215",713-349-0909,None,info@petropages.com,Rotating - Reciprocating,Texas
" R. Bruce Carter,Inc. ", Ron Martin ,"5907 Star Cane, Houston, TX, 77057",713-266-0940,None,info@petropages.com,Rotating - Reciprocating,Texas
 R.B. Mosher Co. , Byron Mosher ,"5902 FM 517, San Leon, TX, 77565",281-339-3382,rbmosherco.com,byron@rbmosherco.com,Rotating - Reciprocating,Texas
" R.V. GildersleeveCo., Inc. ", Lynn Gildersleeve ,"P.O. Box 66203, Baton Rouge, LA, 708966",225-923-0710,None,rvgco@intersurf.com,Rotating - Reciprocating,Louisiana
 Racine Hydraulics , Bruce Beam ,"7220 Wynnpark, Houston, TX, 77008",713-680-1951,None,info@petropages.com,Rotating - Reciprocating,Texas
 Rain For Rent , Kathy A. Baehr ,"Corporate Office, 3404 State Road, Bakersfield, CA, 93308",805-399-9124,rainforrent.com,info@petropages.com,Rotating - Reciprocating,California
 Rainey EngineeringInc , Steve Flynn ,"7110 Brittmoore, Suite 350, Houston, TX, 77041",832-448-2400,raineyeng.com,sales@raineyeng.com,Rotating - Reciprocating,Texas
 Ram Tool/hoist , Linda Lager ,"P O Box 62063, Houston, TX, 77205",281-999-8665,None,info@petropages.com,Rotating - Reciprocating,Texas
 RamallahEngineering &Chemical Est. , Suheil Hanania ,"P.O. Box 925 682, Amman, Jordan, 11110",-65517294,None,RAMALLAH@GO.COM.JO,Rotating - Reciprocating, 
 Ramsey & Company , Rick Ramsey ,"701 Hartman Street, Houston, TX, 77007",713-869-4608,None,info@petropages.com,Rotating - Reciprocating,Texas
 Ranflex India Pvt.Ltd. , Vivek Chawla ,"67A/1, Chaklet Baglur Road (Off N.H7), P.O. Baglur, Bangalore North, 562149",-1801,ranflex.com,ranflex@blr.vsnl.net.in,Rotating - Reciprocating, 
 Ranger Pumps , Nathan Rast ,"6400 Shelby View Drive, Suite 110, Memphis, Tennessee, 38134",(901) 388-1257,netten.net,ranger@netten.net,Rotating - Reciprocating,Tennessee
 Ransal India PvtLtd , Rajiv Chawla ,"3E, Everest House, 46/C, Chowringhee Road., Calcutta, West Bengal, 700071",-2886945,ransal.com,ransal@vsnl.com,Rotating - Reciprocating, 
 RAPID-TORC Inc. , Dischert Roger ,"705 Bradfield, Houston, TEXAS, 77060",281448 5900,rapidtorc.com,office@rapidtorc.com,Rotating - Reciprocating,Texas
" RauschertIndustries, Inc. ", Fred Luhrs ,"351 Industrial Park Road, Madisonville, Tennessee, 37354",423-442-4471,rauschertus.com,rtc@rauschertus.com,Rotating - Reciprocating,Tennessee
 Rawson & Co Inc , Brenda Turner ,"2010 McAllister, Houston, TX, 77092",713-684-1400,rawsonlp.com,info@petropages.com,Rotating - Reciprocating,Texas
 Ray-Wright PumpsInc , David Ray ,"2625 East Sam Houston Parkway, Pasadena, TX, 77503",281-487-0665,raywrightpumps.com,rpumps@wt.net,Rotating - Reciprocating,Texas
" Rebound Products,Inc ", Andy Lankford ,"31223 Kensington Park Drive., Spring, TX, 77386",281-820-6465,pumplink.net,andy@pumplink.net,Rotating - Reciprocating,Texas
 Reda ProductionSystems , Duane Russell ,"P.O. Box 1181, Bartlesville, Oklahoma, 74005",918-661-2000,None,info@petropages.com,Rotating - Reciprocating,Oklahoma
" Reddy-BuffaloesPump Company, Inc. ", Sales Manager ,"#1Dixie Drive, P.O. Box 557, Baxley, GA, 31515",912-367-6345,rbpump.com,rbpump@cybersouth.com,Rotating - Reciprocating,Georgia
" ReliabilityDirect, Inc. ", Dave Martin or Dave Gallagher ,"2911 South Shore Blvd., League City, TX, 77573",800-899-2241,reliabilitydirect.com,info@petropages.com,Rotating - Reciprocating,Texas
" Reliable Pumps,Inc. ", Susan Butanda ,"5404 Cedar Crest, P.O. Box Houston,TX 77230, Houston, TX, 77087",800-801-6993,reliablepumps.com,info@reliablepumps.com,Rotating - Reciprocating,Texas
 Revak Companies , Ron Holcomb ,"12204 Fairmont Parkway, LaPorte, TX, 77571",281-474-4458,revak.com,sales@revak.com,Rotating - Reciprocating,Texas
" RevolveTechnologies, Inc. ", John Sears ,"300, 707 10th Avenue S.W., Calgary, Al, T2R 0B3",403-232-9268,None,jsears@revolve.com,Rotating - Reciprocating, 
 RexnordCorporation , Jean Smith ,"5555 S. Moorland Road, New Berlin, WI, 53151",262-796-4060,rexnord.com,jean.smith@rexnord.com,Rotating - Reciprocating,Wisconsin
" RexnordIndustries, LLC ", Bobby Brown ,"7710 Long Shadows Drive, Sugar Land, TX, 77479",281-536-1214,rexnord.com,Bobby.brown@rexnord.com,Rotating - Reciprocating,Texas
 Reynolds French &Company , Kirk Chalmers ,"12525 E. 60th Street, Tulsa, OK, 74146-6921",918-252-7545,r-f.com,info@r-f.com,Rotating - Reciprocating,Oklahoma
" RICE Hydro, Inc. ", Mia Skagen ,"3500 Arrowhead Drive, Carson City, NV, 89706",800-245-4777,ricehydro.com,ricehydro@aol.com,Rotating - Reciprocating,Nevada
" Richard L Jones,Inc. ", Dick Jones ,"12919 S.W.Freeway Ste. 140, Houston, TX, 77477",281-240-4500,rljonesinc.com,sales@rljonesinc.com,Rotating - Reciprocating,Texas
 Ride Inc. , Russ Ide ,"765 Victory Hwy., West Greenwich, RI, 2817",401-392-1990,ridetechnologies.com,russide@ridetechnologies.com,Rotating - Reciprocating, 
 Rietschle Inc. , Lou Dina ,"7222 Parkway Dr., Hanover, MD, 21076",410-712-4100,rietschlepumps.com,info@rietschlepumps.com,Rotating - Reciprocating, 
 Riley & Company , Gerson Velez ,"747 Fleet Financial Court, Longwoood, Florida, 32750",407-265-9963,rileyandco.com,g.velez@rileyandco.com,Rotating - Reciprocating,Florida
 Ringfeder Corp. , Carl Fenstermacher ,"165 Carver Ave., Westwood, New Jersey, 7675",201-666-3320,ringfeder.com,sales@ringfeder.com,Rotating - Reciprocating, 
 Riverhawk Company , Tim Cain ,"215 Clinton Road, New Hartford, NY, 13413",315-768-4855,riverhawk.com,info@riverhawk.com,Rotating - Reciprocating,Newyork
 RIX Industries , Dave Savidge ,"4900 Industrial Way, Benicia, CA, 94510",707-747-5900,rixindustries.com,info@rixindustries.com,Rotating - Reciprocating,California
 Robco of AmericaInc. , Bill Simmons ,"P O Box 2039, New Caney, TX, 77357",281-399-9795,None,info@petropages.com,Rotating - Reciprocating,Texas
