supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,
 Kaddas OilfieldServices & TradingCo. , J. Joseph ,"(KOSTCO), P.O. Box 3808, Abu Dhabi, United Arab",-5509082,inuae.com,kostco@emirates.net.ae,Valves,
" Kam Controls, Inc. ", Kim Mohajer ,"3939 Ann Arbor, Houston, TX, 77063",713-784-0000,KamControls.com,KimMohajer@KamControls.com,Valves,
 Kaman IndustrialTechnologies Corp. , Rick Walton ,"6060 South Loop East, Suite 216, Houston, TX, 77033",713-734-4500,kaman-ind-tech.com,htx005-kit@kaman.com,Valves,
 karahanlarcorporation , ertan karahan ,"kore sehitleri 32/1, Istanbul, zincirlikuyu, 80300",0090 212 272 04 2,None,karahanlar@isnet.net.tr,Valves,
 Karthik SteelsLtd. , Krishnan  ,"Rosy Towers 2nd Floor,, 7, Nungambakkam High Road, Chennai, Tamilnadu, 600 034",-8271039,None,ksc34@md3.vsnl.net.in,Valves,
 KennametalConforma Clad , Stephen Wallace ,"501 Park East Blvd., New Albany, IN, 47150",812-948-2118,conformaclad.com,Stephen.Wallace@kennametal.com,Valves,
 Kern ManufacturingServices , Ken L. Teague ,"1500 S. Union, Bakersfield, CA, 93308",805-834-8515,None,info@petropages.com,Valves,
 Key Bellevilles Inc. , Bernie McPeak ,"100 Key Lane, Leechburg, PA, 15656-9531",724-295-5111,keybellevilles.comm,info@petropages.com,Valves,
 KeystoneIndustrial Valvesand Controls , Shawn Lehne ,"9700 West Gulf Bank Rd., P.O. Box 40010, Houston, TX, 77240",713-895-4051,kii.com,bilmeks@swbell.net,Valves,
" Keystone Sales,Inc. ", Jo Salvie ,"1102 HOWARD AVENUE, DEER PARK, TX, 77536",281-930-9355,None,info@petropages.com,Valves,
 Kinequip , John Mistretta ,"365 Old Niagara Falls Blvd., Buffalo, NY, 14228",716-694-5000,kinequip.com,j@kinequip.com,Valves,
 Kinloch Equipmentand Safety , Todd Kinloch ,"205 N.Richey, Pasadena, TX, 77506",713-473-6213,kinlochequip.com,tkinloch@kinlochequip.com,Valves,
 Kitz Corp. ofAmerica , Thomas Hannafin ,"10750 Corporate Drive, Stafford, TX, 77477",281-491-7333,kitz.com,info@petropages.com,Valves,
 KJB Titanium (P)Ltd. , Mr. V. Jeyakumar ,"30-A, Duraisamy Nagar, Tambaram (East), Chennai,, 600 059",+91-(0)44-2376939,kjbtitanium.com,kjbtitanium@lookindia.com,Valves,
 KO-FAB , Gery Kobos ,"P O Box 24412, Houston, Texas, 77229",281-458-5292,gokofab.com,kofab@gokofab.com,Valves,
" KTH Sales, Inc. ", Ken Hall ,"8574 Louisiana Place, Merrillville, IN, 46410",219-736-0060,kthsales.com,sales@kthsales.com,Valves,
 KTM Industries , Marvin Pegues ,"P.O. Box 219007, Houston, Tx, 77218",281-492-8800,None,info@petropages.com,Valves,
" KTM Products, Inc. ", Sales Department ,"16600 Park Row, Houston, TX, 77084",610-296-2000,tycovalves.com,ggriffin@tycovalves.com,Valves,
" KZCO, Inc. ", Keith Ziegenbein ,"Rt.2 Box 196B, Ashland, Nebraska, 68003",402-944-2767,kzco.com,info@petropages.com,Valves,
" L & VInternational,Inc. ", John Zhang ,"9720 Town Park Dr., #122, Houston, TX, 77036",713-270-9258,lv-usa.com,lvi@wt.net,Valves,
 La Mot Corp , Barry Hoffman ,"P O Box 4264, Corpus Christi, TX, 78469",800-531-3140,None,info@petropages.com,Valves,
" LaBarge Products,Inc. ", Egor Titov ,"2900 Brannon Avenue, St. Louis, MO, 63139",316-776-2900,labargepro.com,labarge@labargepro.com,Valves,
" LaBarge Products,Inc. ", Egor Titov ,"2900 Brannon Avenue, St. Louis, MO, 63139",316-776-2900,labargepro.com,labarge@labargepro.com,Valves,
" Ladish Co., Inc. ", Thomas J. Radley ,"5481 S. Packard Avenue, P.O.  Box 8902, Cudahy, WI, 53110",414-747-2839,ladish.com,tjradley@ladish.com,Valves,
 Larox , Greg Robbins ,"9739 Patuxent Woods Drive, Columbia, MD, 21046",410-381-3314,None,info@petropages.com,Valves,
 Laun GmbH , Jens Kollow ,"Waldstrasse 71, Kelsterbach, Hessen, 65451",-104727,laun-online.com,info@laun-online.com,Valves,
 Leavitt MachineCompany , Ray Mochon ,"10 East River Street, Orange, MA, 1364",978-544-2751,leavitt-dexter.com,leavitt@shaysnet.com,Valves,
" LED Mechanical,Inc. ", Barry Steel ,"P.O. Box 468, 531 Center St., Columbus, Indiana, 47202-0468",800-467-3570,ledmechanical.com,info@ledmechanical.com,Valves,
" Leeco IndustrialPlastics, Inc. ", Vicki Rudloff ,"P.O. Box 130, Warda, TX, 78960",979-366-9250,leecoplastics.com,leeco@alpha1.net,Valves,
 Liquid MeterCompany Inc.(LIMECO) , John Knopa ,"80 Cheshire Lane, Ashland, Kentucky, 41102",606-324-7721,None,jklimeco@aol.com,Valves,
 Liquip , Ivan Lawrie ,"13 Hum Rd., Smithfield, Sydney, NSW, 2164",-10168,com.au,ivanl@liquip-nsw.com.au,Valves,
" LLC""BALTPROMARMATURA"" ", Yulia Rubtsova ,"Pr.Shaumyana 10 bldg.1, St.Petersburg, Russia, 195027",812-326-2400,spb.ru,mail@bpa.spb.ru,Valves,
" LockwoodInternational,Inc. ", Laura Fitzgerald ,"10203 Wallisville Rd., Houston, TX, 77013",713-675-8186,lockwoodint.com,lfitzgerald@lockwoodint.com,Valves,
 Lone StarCompressor Corp. , Paul Feaster ,"1100 Louisiana, South Houston, TX, 77587",713-947-9975,lonestarcompressor.com,pfeaseter@lonestarcompressor.com,Valves,
 LonestarIndustries , G. Umamagesh ,"120, Angappa Naicken Street, Chennai, Tamil Nadu,, 600 001",-4914819,igp-group.com,magesh@vsnl.com,Valves,
 Louisiana Chemical Pipe ValveFitting , Janice Gilbert ,"2387 N Airway Drive, Baton Rouge, LA, 70815",713-540-9688,lcpvf.com,jgilbert@petropages.com,Valves,
" Louisiana ChemicalEquipment Co.,L.L.C. ", Michael Hutcherson ,"P.O. Box 1490, LaPorte, TX, 77572-1490",281-471-4900,LCEC.com,michaegh@LCEC.com,Valves,
" Louisiana SafetySystems, Inc.(LSS) ", Jerry Domec ,"P.O. Box 53014, Lafayette, LA., 70505",318-237-8211,None,jdome@prodigy.net,Valves,
 Louisiana SteamEquipment Company , Sam Canatella ,"1735 Tchoupitoulas St., New Orleans, LA, 70130",504-523-3527,steamsolutions.com,LSE@steamsolutions.com,Valves,
 Louisiana ValveSource , Tom Hennigan ,"8610 Telephone Road, Houston, TX, 77061",713-847-0739,lavalve.com,tom@lavalve.com,Valves,
 LPG Control , Don Brook ,"6655 S. Lewis Avenue, Suite #150, Tulsa, OK, 74136",918-494-0360,lpgcentral.com,info@lpgcentral.com,Valves,
" Lubchem Of Alaska,Inc. ", John Morris ,"6710 Wes Way, Anchorage, AK, 99518",907-349-6746,None,info@petropages.com,Valves,
" Lubchem, Inc. ", Randy Riney ,"P. O. Box 2626, Spring, TX, 77383",281-350-9600,lubchem.com,rriney@lubchem.com,Valves,
 LUBOSA , Guillermo Guraieb ,"Blvd. Cervantes Saavedra No. 15, Mexico, 11520",5-250-31-00,None,info@petropages.com,Valves,
 Lucas Technologies , Debbie Bennoch ,"229 N.Orchard Street, Ormond Beach, FL, 32174",386-677-7618,lucasnow.com,phine@lucasnow.com,Valves,
 M N Dannenbaum Inc , A D Muller ,"5755 Bonhomme Ste 404, Houston, TX, 77036",713-952-4499,None,info@petropages.com,Valves,
" M. N. Dannenbaum,Inc. ", A.D. Muller ,"5755 Bonhomme # 404, Houston, TX, 77036",713-952-4499,None,info@petropages.com,Valves,
 M.D.I IndustrialSales Ltd. , Craig Deley ,"9868-33 Avenue, Edmonton, Alberta, T6N 1C6",780-462-2975,None,mdi@telusplanet.net,Valves,
 M/S.INDIAENGINEERING &EQUIPMENT ," MR. BHUPENDRABHAI, PATEL ","P.O. BOX 44, GIDC ESTATE, VATVA, AHMEDABAD, GUJARAT, 382 445",079-5830625,None,gbcpumps@yahoo.com,Valves,
 Magnatrol ValveCorp. , Dave Calafiore ,"PO Box 17, Hawthorne, NJ, 7508",973-427-4341,magnatrol.com,davec@magnatrol.com,Valves,
" Magne-Flo, Inc. ", Simon Davis ,"24854 Avenue Rockefeller, Valencia, CA, 91355",661-775-8000,MAGNEFLO.COM,DAVISIMON@AOL.COM,Valves,
" Magneflo ExcessFlow Valves Ltd., ", Michael Shanley ,"The Barn, Boxtrees Farm,, Stratford Road, Solihull, West Midlands, B94 6EA UK",01564 782776,co.uk,sales@magne-flo.co.uk,Valves,
" Magnum Company ofBaton Rouge, Inc. ", Rodney Fetterolf ,"10854 N. Dual St., Baton Rouge, LA, 70814",225-272-0999,None,magnumco@rouge.net,Valves,
 MaintenanceEngineering , Vic Svatek ,"3711 Clinton Dr., Houston, TX, 77020",713-222-2351,None,info@petropages.com,Valves,
 ManU-Rep , Richard Sanders ,"17031 Country Bridge, Houston, TX, 77095",281-550-3385,None,info@petropages.com,Valves,
 Markham &Associates , Bill Markham ,"P.O. Box 1714, Spring, TX, 77383-1714",713-353-2249,None,info@petropages.com,Valves,
" Marks Machine Co,Inc. ", Kalan Binder ,"1101 N. Blue Creek Rd., El Campo, TX, 77437",979-543-9204,marksmachine.com,kalan@marksmachine.com,Valves,
" Marshall J. BrownCompany, Inc. ", Joan Weigman ,"P.O. Box 868, Stafford, TX, 77497-0868",281-495-4800,mjbco.com,mjbco@worldnet.att.net,Valves,
" Master Flo Valve,Inc. ", Sales Department ,"4611 74th Ave, Suite 160, Edmonton, Alberta, T6B 2H5",780-468-4433,masterflo.com,info@masterflo.com,Valves,
" MAYSTAR, INC. ", Matt H. Lee ,"11767 Katy Freeway, Suite 950, Houston, TX, 77079",281-558-9055,None,maystar@qcomp.com,Valves,
 McGill Equipment , Ron McGill ,"4750 N. Milwaukee Ave. Chicago, IL 60630",773.209.3211,mcgillsequipment.com,mcgillsequip@aol.com,Valves,
 McJunkin Corp , Terry Saint ,"8023 East 63rd Place, Suite 800, Tulsa, OK, 74133",918-461-5365,mcjunkinredman.com,terry.saint@McJunkinredman.com,Valves,
 MegaWatt MachineServices , Andy Balogh ,"P.O. Box A-D, 201 Wescott Drive, Rahway, NJ, 7065",732-499-9800,MegaWattMachine.com,andyb@megawattmachine.com,Valves,
 Meldon AssociatesInc , Greg Krouse ,"1249a Blalock, Houston, TX, 77055",713-467-4423,None,info@petropages.com,Valves,
 MeridianSpecialties Inc. , Louis Fradette ,"6308 Davies Road NW, Edmonton, Alberta, T6E 4M9",780-468-7161,meridianvalve.ca,edm@meridianvalve.ca,Valves,
 Merrick IndustriesInc , Steve Musser ,"10 Arthur Drive, Lynn Haven, FL, 32444",805-265-3611,merrick-inc.com,process@merrick-inc.com,Valves,
 Metal GoodsManufacturingCompany , Jimmy Cain ,"309 West Hensley Blvd., Bartleville, OK, 74003",918-336-4282,mgmvalue.com,mgmvalue@mail.webtek.com,Valves,
 Metrex ValveCorporation , Tim O'Neil ,"505 South Vermont Avenue, Glendora, CA, 91741",626-335-4027,metrexvalve.com,tim@metrexvalve.com,Valves,
 METRONET SDN BHD , HARYANTY SABRI ,"NO.5, JALAN TPJ 2, TAMAN PERINDUSTRIAN JAYA, SUBANG, SELANGOR, 47200",603-745 0688,None,mtronet@pd.jaring.my,Valves,
 Mid-WestInstrument , Albert S. Tusin ,"6500 Dobry Drive, Sterling Heights, MI, 48314",586-254-6500,midwestinstrument.com,astusin@midwestinstrument.com,Valves,
 Midco PetroleumParts , Chris Robescu ,"3126 Skypark, Houston, TX, 77082",281-556-8552,None,midco2@juno.com,Valves,
 Midwesco FilterResources Inc. , Linda Crumpacker ,"385 Battaile Drive, Winchester, VA, 22601",540-667-8500,midwescofilter.com,crumpackerl@midwescofilter.com,Valves,
 MKS Pipe and ValveCompany , Sales ,"1200-1202 Adams St Kansas City, KS 66103",816-842-6513 ,mkspvf.com,info@petropages.com,Valves,
 MMC InternationalCorporation , Chuck Elder ,"60 Inip Drive, Inwood, NY, 11096",516-239-7339,mmcintl.com,mmcamerica@aol.com,Valves,
 MODCO PneumaticConveying Sys.&Bulk Mat , Brett Malacky ,"1745 West Linden Street, Phoenix, AZ, 85007",602-253-0483,modco.com,sales@modco.com,Valves,
 Mogas IndustriesInc. , Carolyn Kelm ,"14330 E. Hardy Rd., Houston, TX, 77039-1405",281-449-0291,mogas.com,ckelm@mogas.com,Valves,
" MontequinDistributors, Inc. ", Felix Montequin ,"Calle 13 S. O. #903, Caparra, Puerto Rico, 00921-2016",787-781-6390,montequin.com,monteprc@coqui.net,Valves,
" Moody Bros., Inc. ", Ken Moody ,"9909 Tanner Rd.- Bldg. E, Houston, TX, 77041",713-462-8544,moodybros.com,kenm@moodybros.com,Valves,
 Moresco , Charles Moreland ,"P O Box 722288, Houston, TX, 77272-2288",281-438-0092,None,info@petropages.com,Valves,
" Morrison Bros.,Inc. ", Jerry Schollmeyer ,"P.O. Box 238, Dubuque, Iowa, 52004",800-377-5453,morbros.com,custserv@morbros.com,Valves,
" Moyno, Inc. - AUnit of Robbins &Myers ", Robert LePera ,"1895 W. Jefferson St., Springfield, OH, 45501",937-327-3553,moyno.com,mipsales@moyno.com,Valves,
 Mram Company , Michelle Blackburn ,"P.O.Box 450045, Houston, TX, 77245-0045",713-433-1991,mramco.com,michelle@mramco.com,Valves,
" Mram Company, The ", Michelle Blackburn ,"13529 South Post Oak Rd, Houston, TX, 77045",713-433-1991,None,info@petropages.com,Valves,
" Mtek Sales AndService, Inc. ", Clark Minter ,"220 Windsor Court, Glen Mills, Pennsylvania, 19342",484-840-0623,mteksales.com,info@mteksales.com,Valves,
 MTR Inc. , German Castro ,"2900 Lejeune Road, Coral Gable, FL, 33134",305-444-1744,mtrusa.com,president@mtrusa.com,Valves,
 Mueller SteamSpecialty , Ron Cook or Tom Gordon ,"1491 NC Hwy. 20 West, St. Pauls, North Carolina, 28384",910-865-8241,muellersteam.com,lcoleman@muellersteam.com,Valves,
 Munro Pump , Joyce Bowen ,"808 S. Ninth Street, Grand Junction, CO, 81501",800-942-4270,munropump.com,info@petropages.com,Valves,
 MutualManufacturing &Supply , Frank Durham ,"300 E. 14th Street, Owensboro, KY, 42303",502-684-5251,None,info@petropages.com,Valves,
 N. C. GAVRIELATOSCo. , TASSOS GAVRIELATOS ,"K. MAVROMIHALI 6, PIREAUS, ATHENS, 185 45",4123173,None,gavriel@athena.domi.gr,Valves,
" NASA, ", Desiree Thompson ,"Jonn C. Stennis Space Center, Stennis Space Center, MS, 39529",228-688-2751,None,desiree.thompson@ssc.nasa.gov,Valves,
" National Flame &Forge, Inc. ", Marc Sexton ,"P.O. Box 7385, Houston, TX, 77248",713.869.5724,NationalFlame.com,Sales@NationalFlame.com,Valves,
" National Hydro,Inc. ", Steve Toms ,"5643 Warner Road, Fowlerville, MI, 48836",517-223-0915,hammelmann.com,toms@ismi.net,Valves,
 National Oilwell , Richard Doucet ,"307 Mecca Drive, Lafayette, LA, 70508",318-237-8078,dupre.com,info@petropages.com,Valves,
 National Oilwell , Richard Doucet ,"307 Mecca Drive, Lafayette, LA, 70508",318-237-8078,dupre.com,info@petropages.com,Valves,
 Natole TurbineEnterprises , Ron Natole ,"P.O. Box 1167, LaPorte, TX, 77572",281-470-9226,natoleturbine.com,mail@natoleturbine.com,Valves,
 Neles-JamesburyInc , Steve Braverman ,"1424 E Northbelt Ste 190, Houston, TX, 77032",281-987-0929,None,info@petropages.com,Valves,
 NES PumpingSystems , Skip Summers ,"2200 Canton Hwy, Marietta, GA, 30066",800-888-0308,pumprental.com,rentsales@pumprental.com,Valves,
 New Mexico VacuumSciences , Robert D. Peterson ,"4934 Jefferson NE, Albuquergue, NM, 87109",505-837-9245,None,Vacsci@msn.com,Valves,
 Newmans Valve , Ginger Restovic ,"1300 Gazin, Houston, TX, 77020",713-675-8631,newcovalves.com,grestovic@newmansvalve.com,Valves,
 Niagara S/A , Daniel Schmitt ,"Rua Antonio de Oliveira, 986, Sao Paulo, Sao Paulo, 04718-050",55-11-5182-8644,com.br,dschmitt@niagara.com.br,Valves,
 Nibco Inc. , Dwayne Gorham ,"50 Harrison Ave., South Glens Falls, NY, 12803",518-793-2567,nibco.com,gorhamd@nibco.com,Valves,
 Nicholson SteamTrap , Matthew Mullen ,"150 Coldenham Road, Walden, NY, 12586",800-210-1300,nicholsonsteamtrap.com,sales@nicholsonsteamtrap.com,Valves,
 Niton ValveIndustries Ltd. , Juned Shariff ,"D-115 Ghatkopar Industrial Estate,, Ghatkopar (W), Bombay, Mahrashtra, 400086",-5171246,nitonvalve.com,niton@bom3.vsnl.net.in,Valves,
 Noble Alloy Valve , Brian Hood ,"10945 Day Road, Houston, TX, 77043",713-984-0999,None,btalont@aol.com,Valves,
 Nordstrom Audco -Div. of Invensys , Joe Chenault ,"P.O. Box 501 (75483-3094), 1511 Jefferson Street, Sulphur Springs, TX, 75482",903-439-3425,nordstromaudco.com,joe.chenault@btrinc.com,Valves,
 Norriseal (A DoverResources Company) , Robin Diekey ,"11122 West Little York, P.O. Box 40525 77240, Houston, TX, 77041-5016",713-466-3552,industry.net,info@petropages.com,Valves,
 North CoastInstruments , Jim Irwin ,"14615 Lorain Ave., Cleveland, OH, 44111",800-458-6757,None,ohiopipe@ix.netcom.com,Valves,
 North Shore SupplyCompany , Ronnie Weinstein ,"P.O.Box 9940, Houston, TX, 77213",713-453-3533,nssco.com,buysteel@nssco.com,Valves,
 Northeast Valves &Systems , Herman Ahrens ,"P.O. Box 999, Peru, NY, 12972",518-561-9522,nevalves.com,sales@nevalves.com,Valves,
 Nova InternationalBrass Products , Ajay Shukla ,"SHIVAM, STREET NO. 1, LIMBDA  LANE, JAMNAGAR, GUJARAT, 361 001",0091-288-770-542,jaynovabrass.com,nova@jaynovabrass.com,Valves,
 NPS SHAFT SEALS , Grady McCormack ,"1165 Brittmoore Road, Houston, TX, 77043",713-984-9719,thomasregister.com,natparsys@earthlink.net,Valves,
 NuGenTec , Donato Polignone ,"100 Professional Center Drive, Suite 101, Rohnert Park, CA, 94928",888-996-8436,nugentec.com,donato@nugentec.com,Valves,
 Odessa Pumps , Sales Manager ,"6610 Petropark Drive, Houston, TX, 77041",713-466-9550,odessapumps.com,carl@odessapumps.com,Valves,
 OEC Fluid Handling , Glen Covington ,"P.O. Box 2807, 140 Cedar Spring Rd., Spartanburg, SC, 29304",864-573-9200,oecfh.com,gcovington@oecfh.com,Valves,
 Oil & GasTechnology andProducts , Ranjeet Chauhan ,"9000 S.W. Freeway, Suite #412, Houston, TX, 77074",713-777-9990,None,oilngas@firstworld.net,Valves,
 Oil & MarineTechnical Supplies , Prajith Premchand ,"P.O. Box 28997, Abu Dhabi, Abu Dhabi, 28997",0097-12-642-5152,None,omtech@emirates.net.ae,Valves,
 Oil Field Salvage , Ruby Mayes ,"Rt. 3 Box 295, Bowie, TX, 76230",940-872-4511,oilfieldsalvageinc.com,ofs@wf.net,Valves,
" OMEGA Engineering,Inc ", Eva Colligan ,"One Omega Drive Box 4047, Stamford, CT, 06907-0047",203-359-7636,omega.com,ecolligan@mbh1.com,Valves,
" Onis Line Blinds,Onis Inc. ", Ben Losack ,"One Riverway, Suite 1700, Houston, TX, 77056",713-840-6377,onislineblind.com,sales@onislineblind.com,Valves,
 OnlineMetals , John Byrum ,"P.O. Box 19271, Seattle, WA, 98109",206-285-8603,onlinemetals.com,john@onlinemetals.com,Valves,
" OOSE, LLCIndustrial HeatingResource ", Reginald Hughes ,"171 E. 67th Way, Long Beach, CA, 90805",310-764-0007,ooseboilerparts.com,info@ooseboilerparts.com,Valves,
 OPIEC , Marcelo Karolys ,"10 de Agosto 7962, Quito, Pichincha, 0",5932-402-810,opiec.com,karolys@andinanet.net,Valves,
" Orange Research ofTexas, Inc. ", Tammy Menzies ,"7702 Fm 1960 East Suite 106, Humble, TX, 77346",281-852-6150,ORTX.com,tmenzies@ortx.com,Valves,
" Orbe Valve, Inc. ", Matt Hannon ,"63066 Hwy. 25 North, P.O. Box 153, Amory, MS, 38821",601-256-2227,orbevalve.com,valvman@orbevalve.com,Valves,
 Orbit Valve Co. ,  Sales ,"1716 Townhurs, Houston, TX, 77043",713-932-7468,None,info@petropages.com,Valves,
" Orbital ToolTechnologies,Corp. ", John Orcholski ,"6550 Revlon Dr., Belvidere, IL, 61008",815-547-3725,orbitaltool.com,jorcholski@orbitaltool.com,Valves,
" Oteco, Inc. ", Doug Queen ,"P.O. Box 1849, Houston, TX, 77251-1849",713-695-3693,Oteco.com,Sales@Oteco.com,Valves,
 P G IInternational , Brian Kinsey ,"16101 Vallen Drive, Houston, Texas, 77041",713-466-0056,pgiint.com,bkinsey@pgiint.com,Valves,
 P S C Of Texas , Roy Rains ,"956 Parkmeadow, Beaumont, TX, 77706",409-860-1716,None,info@petropages.com,Valves,
 P-M-E Equip Inc , Larry Luthy ,"1383 E 40th, Houston, TX, 77022",713-691-3081,None,info@petropages.com,Valves,
 P. E. P. PlasticEngineeredProducts , John Matonis ,"50 Tannery Rd., Bldg #3, Readington Industrial Center, Branchburg, NJ, 8876",908-534-6111,pep-plastic.com,Pep@Pep-Plastic.com,Valves,
 P.A. Inc. , Otis Galloway ,"6626 Gulf Freeway, Houston, TX, 77087",713-570-4900,painc.com,sales@painc.com,Valves,
 P.T. DELTA REKSAMULTIGUNA , Sam Kumar ,"Jln. Jambrut no. 14, Jakarta, DKI, 10430",(021) 391-9307,None,syam@cabi.net.id,Valves,
" P3 IndustrialTechnologies, Inc. ", Lupe Gonzales ,"9363 Winkler Drive, Suite A, Houston, TX, 77017",866-941-2728,p3indtech.com,sales@p3indtech.com,Valves,
 Pacer Pumps Div ofASM Industries , Ryan Bolinder ,"41 Industrial Circle, Lancaster, PA, 17601",800-233-3861,pacerpumps.com,pacer@success.net,Valves,
" Park Company, The ", Mike Christianson ,"2805 E. Ainsworth Street, Pasco, WA, 99301",509-547-9929,parkcorp.com,parktcwa@3-cities.com,Valves,
 Parker Associates , Ed Parker ,"3423 Aspen Bend, Houston, TX, 77068",281-444-8226,None,info@petropages.com,Valves,
 ParkerInstrumentationConnectors Div. , David F. Bush ,"9400 South Memorial Parkway, Huntsville, AL, 35802",256-881-2040,parker.com,dbush@parker.com,Valves,
 Parker SupplyCompany , Jeffrey K Parker ,"2345 Fruitvale Avenue, #4, Bakersfield, California, 93308",661-327-7027,parkersupply.com,info@petropages.com,Valves,
 Patriot Forge Inc. , Dino Castellani ,"280 Henry Street, Brantford, Ontario, N3T 5S7",519-758-8100,patriotforge.com,dcastellani@patriotforge.com,Valves,
" PEBCO, Inc ", W. Edward Barker ,"225 N. 4th Street, Paducah, KY, 42001",270-442-1996,pebco.com,sales@pebco.com,Valves,
 Pentair KunkleValve , Eddie Ray ,"9560 New Decade Drive, Pasadena, TX 77507",832.261.2400,pentair.com,Eddie.Ray1@pentair.com,Valves,
 Pentair Valves &Controls , Eddie Ray ,"9560 New Decade Drive, Pasadena, TX 77507", 832.261.2400,pentair.com,Eddie.Ray1@pentair.com,Valves,
 Pentair Valves &Controls , Eddie Ray ,"9560 New Decade Drive, Pasadena, TX 77507",832.261.2400,pentair.com,Eddie.Ray1@pentair.com,Valves,
 Pentair Valves &Controls , Eddie Ray ,"9560 New Decade Drive, Pasadena, TX 77507",832.261.2400,pentair.com,Eddie.Ray1@pentair.com,Valves,
 PEPSCO INC. , Chad Cykoski ,"P.O. Box 680104, Houston, TX, 77268-0104",281-444-0971,pepsco.com,chad.cykoski@pepsco.com,Valves,
 PerformancePlastics Products , Larry Liggett ,"5055 Cranswick Road, Houston, TX, 77041",713-690-4800,None,liggett@3pusa.com,Valves,
" PETERSON &ASSOCIATES, INC. ", Robert L. Peterson ,"P.O. Box 1366, Mt. Dora, FL, 32756",800-394-5831,None,valves@iag.net,Valves,
 Petro ChemTechnologies , Brian J. Savage ,"89 Whitney Drive, Berkeley Heights, NJ, 7922",908-322-6920,petrochemtech.com,msav123@aol.com,Valves,
 Petro-ChemEquipment Company , Kevin Turner ,"P.O. Box 358, Baton Rouge, LA, 70821",225-292-8400,petrochemequipment.com,info@petropages.com,Valves,
 Petro-Valve Inc. , ,"11248 E. Hardy Rd., Houston, TX, 77093",713-676-1212,petrovalve.com,sales@petrovalve.com,Valves,
 PetrochemUnlimited , Tom Farrar ,"1107 Wafer, Pasadena, TX, 77506",713-475-0502,None,info@petropages.com,Valves,
 PetroChem ValveInc. , ,"2420 Rusk Ave, Houston, TX, 77003",713-675-3300,petrochemvalve.com,petrochemvalve@ev1.net,Valves,
 PetroleumSpecialty ProductsInc. , Kirby L Johnson ,"P.O. Box 25374, Houston, TX, 77265",713-988-9539,None,info@petropages.com,Valves,
 PetroSealing Inc. , T.L. Saren ,"32 Avenue Pasteur, Suite #13, Rouen, F-76000",-83369901,None,petrosealing@aol.com,Valves,
 Pipe & Valve , Wayne Knox ,"11837 Fairmont Parkway, La Porte, TX, 77571",281-471-5751,pipeandvalve.com,sknox@flash.net,Valves,
" Pipe LineDevelopmentCompany, The ", Kerrigan Mendicino ,"1776 Columbus Road, Westlake, OH, 44134",800-848-3333,plidco.com,kmendicino@core.com,Valves,
 Pipeline Supplyco.llc , Xavi Thekkath ,"post box.1896, postal code 112, ruwi, muscat, muscat, na, na",0968-592517/18/19,None,pseoman@omantel.net.om,Valves,
 Pipework UtilitiesLimited , Barry Hands ,"Newcastle Road, Smallwood, Sandbach, Cheshire, CW11 2TZ",44-01477-500344,co.uk,sales@pipeworkutilities.co.uk,Valves,
 Piping & Equipment , L. Jeffrey Johnson ,"P.O. Box 6727, Greenville, SC, 29606",864-277-0970,None,info@petropages.com,Valves,
 Piping & EquipmentInc , Tom Pettit ,"P O Box 87649, Houston, TX, 77287",713-947-9393,pipingequipment.com,tpettit@pipingequipment.com,Valves,
 Piping ServicesInc. PSI , Kerrigan Mendicino ,"1772 Columbus Road, Cleveland, OH, 44113",440-725-7979,onlineleakrepair.com,kmendicino@core.com,Valves,
" Piping Technology& Products, Inc. ", Helen Villareal ,"3701 Holmes Road, Houston, TX, 77051",713-731-0030,pipingtech.com,info@pipingtech.com,Valves,
 PITTSBURGHINDUSTRIAL SUPPLYINC. , George Navarro ,"8211 N.W. 64 Street Bay  No. 7, MIAMI, FL., 33166",305-597-9002,pittsburgh-industrial.com,pittk@aol.com,Valves,
 Plant MaintenanceServices , Sean Lokker ,"95 Southbelt Industrial Drive, Houston, TX, 77047",(713) 433-7200,plantmaintenanceservices.com,slooker@plantmaintenanceservices.com,Valves,
 Plant SpecialtiesInc , Jamie Lacock ,"P O Box 269, Sulphur, LA, 70663",800-256-2709,None,info@petropages.com,Valves,
" PlantSurplus.com,Inc. ", David Kueker ,"P.O. Box 701338, St. Cloud, FL, 34770",407-957-6066,plantsurplus.com,customerservice@plantsurplus.com,Valves,
" Plasma-Tec, Inc. ", Rodney Suggs ,"7500 Clyde Park SW, Byron Center, Michigan, 49315",616-455-2593,plasma-tec.com,cawysong@plasma-tec.com,Valves,
" Plast-O-MaticValves, Inc. ", Rick Bolger ,"1384 Pompton Avenue, Cedar Grove, NJ, 07009-1095",973-256-3000,plastomatic.com,info@plastomatic.com,Valves,
" PLIDCOInternational,Inc. ", Frank Castro ,"870 Canterbury Road, Cleveland, Ohio, 44145",216-871-5700,plidco.com,pipeline@plidco.com,Valves,
 PMC-GlobalIndustries , Matt DeWitt ,"P.O. Box 4781, Odessa, TX, 79760",915-363-8185,pmc-global.com,sales@pmc-global.net,Valves,
 Pneumatic &Hydraulic Co Inc , Chris Nugent ,"P O Box 352, Baton Rouge, LA, 70821",504-343-6693,None,info@petropages.com,Valves,
